data_temp.dat
3
X
Y
Var
2446696.074 5718006.798 2.3 
2499198.315 5852075.816 4.0 
2511190.833 5855927.473 4.5 
2538852.621 5761537.644 4.0 
2481308.0 5749371.0 3.9 
2511242.54 5768333.13 4.5 
2533389.532 5787985.539 5.4 
2462091.749 5803861.57 4.5 
2451790.251 5862654.656 5.5 
2526487.397 5705781.713 5.4 
2558513.007 5694489.476 5.0 
2474194.495 5712219.54 4.0 
2552628.861 5743741.159 4.0 
2495698.479 5849020.009 5.5 
2523622.092 5725385.776 4.0 
2459343.881 5720048.616 4.0 
2548401.586 5704100.592 6.5 
2511549.0 5761504.0 4.4 
2519012.071 5818456.124 4.0 
2543144.071 5783141.459 6.0 
2475907.245 5860750.586 5.0 
2517743.76 5764909.17 4.5 
2533018.31 5768818.56 5.0 
2501799.724 5838901.617 5.5 
2542834.035 5731812.112 3.0 
2446775.653 5710237.268 3.8 
2472812.554 5866934.375 4.2 
2511758.71 5774456.61 6.0 
2528730.915 5766331.498 4.3 
2492481.978 5845342.429 5.5 
2525214.5 5756949.14 5.5 
2499932.069 5834273.398 5.0 
2506616.08 5854840.047 4.5 
2535182.0 5707218.0 6.0 
2498849.551 5762203.633 5.0 
2459639.697 5834935.279 5.0 
2500519.624 5730797.416 4.5 
2533720.638 5756633.662 7.0 
2536703.0 5706807.0 5.0 
2502806.739 5844048.008 5.5 
2548054.81 5772345.504 6.0 
2538644.071 5717938.021 5.0 
2506322.392 5852368.435 6.0 
2527600.94 5725899.01 4.2 
2550144.02 5724780.707 6.0 
2546086.835 5700037.005 4.0 
2546459.273 5702901.786 5.0 
2511132.725 5818402.007 4.0 
2487718.476 5826781.356 3.5 
2501199.284 5833134.866 4.0 
2515856.345 5844531.196 4.0 
2484966.537 5706738.55 4.2 
2521671.363 5780784.389 6.0 
2541345.06 5750114.552 5.0 
2512594.021 5789240.886 5.5 
2469292.675 5853397.855 5.5 
2516388.365 5838370.397 4.0 
2494144.235 5799178.519 6.0 
2494095.715 5866619.766 5.0 
2441761.651 5715601.697 5.8 
2550801.876 5736667.134 4.0 
2533154.95 5781216.904 7.0 
2532306.0 5754957.0 5.7 
2532024.06 5824762.284 2.5 
2516611.254 5699838.094 5.3 
2535341.63 5769406.62 6.0 
2542080.531 5784267.498 5.5 
2500404.085 5852299.406 4.0 
2524094.0 5709206.0 7.0 
2523481.84 5759557.42 5.4 
2540389.915 5758872.053 4.5 
2492187.945 5859108.557 4.0 
2500722.806 5708601.485 6.0 
2498978.325 5781085.05 4.5 
2517118.882 5717632.588 5.0 
2556670.134 5694908.575 5.0 
2543141.42 5770303.33 8.0 
2434818.0 5705969.0 3.7 
2559163.997 5736761.964 6.5 
2523430.0 5724719.0 6.0 
2540861.433 5732771.718 6.0 
2554782.166 5765203.53 6.0 
2531681.294 5825968.106 3.0 
2523572.0 5723091.0 5.0 
2527275.751 5724054.207 5.5 
2526945.771 5819104.914 5.0 
2522285.193 5783703.419 7.0 
2517063.343 5761564.201 5.0 
2529842.42 5725826.636 5.0 
2491915.136 5830552.137 4.5 
2544862.509 5743043.551 5.3 
2470935.044 5881622.016 5.0 
2527062.0 5716331.0 4.0 
2542686.921 5783660.299 6.0 
2531769.954 5782839.899 8.0 
2510201.594 5796788.868 4.0 
2534266.69 5775472.46 4.5 
2546247.883 5739624.153 4.5 
2551439.576 5751958.679 5.4 
2538798.7 5775481.31 5.0 
2484649.565 5875663.726 5.0 
2537318.413 5811926.967 4.5 
2497985.6 5768914.29 5.0 
2526992.419 5826570.837 4.8 
2553708.205 5700896.523 6.5 
2546888.902 5802001.809 8.0 
2505794.626 5827158.439 4.0 
2510154.54 5764942.56 5.0 
2528090.172 5796583.108 4.0 
2519779.231 5718884.397 5.0 
2512669.27 5763133.54 3.2 
2528453.401 5732203.445 5.0 
2469270.18 5805000.818 4.0 
2452416.483 5709674.709 3.7 
2540833.379 5789769.16 5.0 
2512590.709 5843225.009 4.0 
2535563.302 5724016.919 6.0 
2551551.834 5711305.925 5.0 
2525692.903 5785203.119 6.0 
2561895.646 5691926.476 5.0 
2461516.315 5854465.386 5.5 
2541162.19 5711462.95 3.8 
2554655.071 5698793.011 5.5 
2515317.144 5846643.216 5.5 
2520337.67 5760665.33 5.3 
